state_name,cases,cured,active,deaths,district_name,district_cases,district_cured,district_active,district_deaths,state_IFR,district_IFR,state_CFR,district_CFR,state_CFR_CURRENT,district_CFR_CURRENT
jharkhand,56897,40659,15726,512,hazaribagh,2510,1603,887,20,3.26,2.25,0.9,0.8,1.24,1.23
jharkhand,56897,40659,15726,512,giridih,2472,2183,280,9,3.26,3.21,0.9,0.36,1.24,0.41
jharkhand,56897,40659,15726,512,west singhbhum,2173,1674,484,15,3.26,3.1,0.9,0.69,1.24,0.89
jharkhand,56897,40659,15726,512,koderma,2064,1302,745,17,3.26,2.28,0.9,0.82,1.24,1.29
jharkhand,56897,40659,15726,512,palamu,1955,1741,207,7,3.26,3.38,0.9,0.36,1.24,0.4
jharkhand,56897,40659,15726,512,saraikela-kharsawan,1879,979,894,6,3.26,0.67,0.9,0.32,1.24,0.61
jharkhand,56897,40659,15726,512,deoghar,1656,1388,255,13,3.26,5.1,0.9,0.79,1.24,0.93
jharkhand,56897,40659,15726,512,garhwa,1404,1237,160,7,3.26,4.38,0.9,0.5,1.24,0.56
jharkhand,56897,40659,15726,512,simdega,1266,954,308,4,3.26,1.3,0.9,0.32,1.24,0.42
jharkhand,56897,40659,15726,512,latehar,1132,801,330,1,3.26,0.3,0.9,0.09,1.24,0.12
jharkhand,56897,40659,15726,512,gumla,1097,740,355,2,3.26,0.56,0.9,0.18,1.24,0.27
jharkhand,56897,40659,15726,512,khunti,1025,696,326,3,3.26,0.92,0.9,0.29,1.24,0.43
jharkhand,56897,40659,15726,512,chatra,976,657,315,4,3.26,1.27,0.9,0.41,1.24,0.61
jharkhand,56897,40659,15726,512,sahibganj,974,770,195,9,3.26,4.62,0.9,0.92,1.24,1.16
jharkhand,56897,40659,15726,512,godda,948,855,89,4,3.26,4.49,0.9,0.42,1.24,0.47
jharkhand,56897,40659,15726,512,dumka,771,529,238,4,3.26,1.68,0.9,0.52,1.24,0.75
jharkhand,56897,40659,15726,512,lohardaga,747,617,127,3,3.26,2.36,0.9,0.4,1.24,0.48
jharkhand,56897,40659,15726,512,pakur,569,485,83,1,3.26,1.2,0.9,0.18,1.24,0.21
jharkhand,56897,40659,15726,512,jamtara,521,464,57,0,3.26,0.0,0.9,0.0,1.24,0.0
chhattisgarh,52932,23938,28517,477,raipur,18660,7224,11218,218,1.67,1.94,0.9,1.17,1.95,2.93
chhattisgarh,52932,23938,28517,477,durg,5316,1844,3424,48,1.67,1.4,0.9,0.9,1.95,2.54
chhattisgarh,52932,23938,28517,477,rajnandgaon,3996,1843,2122,31,1.67,1.46,0.9,0.78,1.95,1.65
chhattisgarh,52932,23938,28517,477,bilaspur,3588,1375,2162,51,1.67,2.36,0.9,1.42,1.95,3.58
chhattisgarh,52932,23938,28517,477,raigarh,2957,1419,1517,21,1.67,1.38,0.9,0.71,1.95,1.46
chhattisgarh,52932,23938,28517,477,janjgir champa,1891,965,916,10,1.67,1.09,0.9,0.53,1.95,1.03
chhattisgarh,52932,23938,28517,477,baloda bazar,1319,820,490,9,1.67,1.84,0.9,0.68,1.95,1.09
chhattisgarh,52932,23938,28517,477,korba,1192,756,432,4,1.67,0.93,0.9,0.34,1.95,0.53
chhattisgarh,52932,23938,28517,477,bastar,1183,580,598,5,1.67,0.84,0.9,0.42,1.95,0.85
chhattisgarh,52932,23938,28517,477,surguja,1088,587,495,6,1.67,1.21,0.9,0.55,1.95,1.01
chhattisgarh,52932,23938,28517,477,mahasamund,1047,431,601,15,1.67,2.5,0.9,1.43,1.95,3.36
chhattisgarh,52932,23938,28517,477,uttar bastar kanker,902,518,379,5,1.67,1.32,0.9,0.55,1.95,0.96
chhattisgarh,52932,23938,28517,477,balod,823,381,441,1,1.67,0.23,0.9,0.12,1.95,0.26
chhattisgarh,52932,23938,28517,477,sukma,744,487,255,2,1.67,0.78,0.9,0.27,1.95,0.41
chhattisgarh,52932,23938,28517,477,bijapur,743,467,270,6,1.67,2.22,0.9,0.81,1.95,1.27
chhattisgarh,52932,23938,28517,477,kabeerdham,724,301,419,4,1.67,0.95,0.9,0.55,1.95,1.31
chhattisgarh,52932,23938,28517,477,dhamtari,717,307,408,2,1.67,0.49,0.9,0.28,1.95,0.65
chhattisgarh,52932,23938,28517,477,narayanpur,677,531,146,0,1.67,0.0,0.9,0.0,1.95,0.0
chhattisgarh,52932,23938,28517,477,koriya,656,334,315,7,1.67,2.22,0.9,1.07,1.95,2.05
chhattisgarh,52932,23938,28517,477,jashpur,634,438,194,2,1.67,1.03,0.9,0.32,1.95,0.45
chhattisgarh,52932,23938,28517,477,surajpur,630,307,319,4,1.67,1.25,0.9,0.63,1.95,1.29
chhattisgarh,52932,23938,28517,477,dakshin bastar dantewada,595,274,318,3,1.67,0.94,0.9,0.5,1.95,1.08
chhattisgarh,52932,23938,28517,477,bametara,565,410,150,5,1.67,3.33,0.9,0.88,1.95,1.2
chhattisgarh,52932,23938,28517,477,gariaband,561,376,180,5,1.67,2.78,0.9,0.89,1.95,1.31
chhattisgarh,52932,23938,28517,477,mungeli,527,303,224,0,1.67,0.0,0.9,0.0,1.95,0.0
chhattisgarh,52932,23938,28517,477,kondagaon,516,279,236,1,1.67,0.42,0.9,0.19,1.95,0.36
chhattisgarh,52932,23938,28517,477,balrampur,488,307,180,1,1.67,0.56,0.9,0.2,1.95,0.32
chhattisgarh,52932,23938,28517,477,other state,114,40,63,11,1.67,17.46,0.9,9.65,1.95,21.57
chhattisgarh,52932,23938,28517,477,gaurela pendra marwahi,79,34,45,0,1.67,0.0,0.9,0.0,1.95,0.0
jammu and kashmir,49134,34215,14074,845,srinagar,10980,9097,1637,246,6.0,15.03,1.72,2.24,2.41,2.63
jammu and kashmir,49134,34215,14074,845,jammu,7282,2424,4783,75,6.0,1.57,1.72,1.03,2.41,3.0
jammu and kashmir,49134,34215,14074,845,budgam,3278,2214,996,68,6.0,6.83,1.72,2.07,2.41,2.98
jammu and kashmir,49134,34215,14074,845,baramulla,3274,2410,754,110,6.0,14.59,1.72,3.36,2.41,4.37
jammu and kashmir,49134,34215,14074,845,pulwama,3035,2499,476,60,6.0,12.61,1.72,1.98,2.41,2.34
jammu and kashmir,49134,34215,14074,845,anantnag,2762,2032,677,53,6.0,7.83,1.72,1.92,2.41,2.54
jammu and kashmir,49134,34215,14074,845,kupwara,2609,1720,833,56,6.0,6.72,1.72,2.15,2.41,3.15
jammu and kashmir,49134,34215,14074,845,bandipora,2558,1858,673,27,6.0,4.01,1.72,1.06,2.41,1.43
jammu and kashmir,49134,34215,14074,845,kulgam,2041,1892,109,40,6.0,36.7,1.72,1.96,2.41,2.07
jammu and kashmir,49134,34215,14074,845,ganderbal,1933,1393,515,25,6.0,4.85,1.72,1.29,2.41,1.76
jammu and kashmir,49134,34215,14074,845,shopiyan,1797,1663,105,29,6.0,27.62,1.72,1.61,2.41,1.71
jammu and kashmir,49134,34215,14074,845,rajouri,1217,827,376,14,6.0,3.72,1.72,1.15,2.41,1.66
jammu and kashmir,49134,34215,14074,845,kathua,1205,835,359,11,6.0,3.06,1.72,0.91,2.41,1.3
jammu and kashmir,49134,34215,14074,845,udhampur,1194,762,428,4,6.0,0.93,1.72,0.34,2.41,0.52
jammu and kashmir,49134,34215,14074,845,samba,935,605,323,7,6.0,2.17,1.72,0.75,2.41,1.14
jammu and kashmir,49134,34215,14074,845,ramban,736,652,83,1,6.0,1.2,1.72,0.14,2.41,0.15
jammu and kashmir,49134,34215,14074,845,punch,679,388,285,6,6.0,2.11,1.72,0.88,2.41,1.52
jammu and kashmir,49134,34215,14074,845,doda,639,387,243,9,6.0,3.7,1.72,1.41,2.41,2.27
jammu and kashmir,49134,34215,14074,845,reasi,535,346,186,3,6.0,1.61,1.72,0.56,2.41,0.86
jammu and kashmir,49134,34215,14074,845,kishtwar,445,211,233,1,6.0,0.43,1.72,0.22,2.41,0.47
jammu and kashmir,49134,34215,14074,845,muzaffarabad,0,0,0,0,6.0,0.0,1.72,0.0,2.41,0.0
jammu and kashmir,49134,34215,14074,845,mirpur,0,0,0,0,6.0,0.0,1.72,0.0,2.41,0.0
uttarakhand,27211,18262,8500,372,dehradun,6116,3736,2169,181,4.38,8.34,1.37,2.96,2.0,4.62
uttarakhand,27211,18262,8500,372,haridwar,5832,4386,1372,58,4.38,4.23,1.37,0.99,2.0,1.31
uttarakhand,27211,18262,8500,372,udham singh nagar,4948,3587,1310,39,4.38,2.98,1.37,0.79,2.0,1.08
uttarakhand,27211,18262,8500,372,nainital,3577,2344,1160,71,4.38,6.12,1.37,1.98,2.0,2.94
uttarakhand,27211,18262,8500,372,tehri garhwal,1611,1118,491,2,4.38,0.41,1.37,0.12,2.0,0.18
uttarakhand,27211,18262,8500,372,uttarkashi,1186,853,329,3,4.38,0.91,1.37,0.25,2.0,0.35
uttarakhand,27211,18262,8500,372,pauri garhwal,937,442,474,10,4.38,2.11,1.37,1.07,2.0,2.21
uttarakhand,27211,18262,8500,372,almora,813,526,284,2,4.38,0.7,1.37,0.25,2.0,0.38
uttarakhand,27211,18262,8500,372,champawat,491,233,256,2,4.38,0.78,1.37,0.41,2.0,0.85
uttarakhand,27211,18262,8500,372,pithoragarh,487,273,212,2,4.38,0.94,1.37,0.41,2.0,0.73
uttarakhand,27211,18262,8500,372,chamoli,466,326,137,0,4.38,0.0,1.37,0.0,2.0,0.0
uttarakhand,27211,18262,8500,372,rudraprayag,416,213,201,1,4.38,0.5,1.37,0.24,2.0,0.47
uttarakhand,27211,18262,8500,372,bageshwar,331,225,105,1,4.38,0.95,1.37,0.3,2.0,0.44
goa,22890,17592,5030,268,unknown,16511,15031,1404,76,5.33,5.41,1.17,0.46,1.5,0.5
goa,22890,17592,5030,268,south goa,3511,1407,1978,126,5.33,6.37,1.17,3.59,1.5,8.22
goa,22890,17592,5030,268,north goa,2668,964,1639,65,5.33,3.97,1.17,2.44,1.5,6.32
goa,22890,17592,5030,268,other state,200,190,9,1,5.33,11.11,1.17,0.5,1.5,0.52
puducherry,18084,12967,4770,347,puducherry,15775,11215,4266,294,7.27,6.89,1.92,1.86,2.61,2.55
puducherry,18084,12967,4770,347,yanam,1150,836,281,33,7.27,11.74,1.92,2.87,2.61,3.8
puducherry,18084,12967,4770,347,karaikal,1064,863,181,20,7.27,11.05,1.92,1.88,2.61,2.27
puducherry,18084,12967,4770,347,mahe,95,53,42,0,7.27,0.0,1.92,0.0,2.61,0.0
tripura,17271,9993,7089,167,west tripura,6325,3143,3083,88,2.36,2.85,0.97,1.39,1.64,2.72
tripura,17271,9993,7089,167,sipahijala,2122,1586,520,16,2.36,3.08,0.97,0.75,1.64,1.0
tripura,17271,9993,7089,167,gomati,1949,1389,539,20,2.36,3.71,0.97,1.03,1.64,1.42
tripura,17271,9993,7089,167,dhalai,1799,963,828,7,2.36,0.85,0.97,0.39,1.64,0.72
tripura,17271,9993,7089,167,north tripura,1493,944,536,7,2.36,1.31,0.97,0.47,1.64,0.74
tripura,17271,9993,7089,167,khowai,1286,838,433,15,2.36,3.46,0.97,1.17,1.64,1.76
tripura,17271,9993,7089,167,south tripura,1281,665,604,9,2.36,1.49,0.97,0.7,1.64,1.34
tripura,17271,9993,7089,167,unokoti,1016,465,546,5,2.36,0.92,0.97,0.49,1.64,1.06
himachal pradesh,8147,5586,2486,62,solan,1839,1318,503,15,2.49,2.98,0.76,0.82,1.1,1.13
himachal pradesh,8147,5586,2486,62,kangra,1232,779,441,12,2.49,2.72,0.76,0.97,1.1,1.52
himachal pradesh,8147,5586,2486,62,sirmaur,1110,860,246,4,2.49,1.63,0.76,0.36,1.1,0.46
himachal pradesh,8147,5586,2486,62,hamirpur,708,516,187,5,2.49,2.67,0.76,0.71,1.1,0.96
himachal pradesh,8147,5586,2486,62,una,686,426,255,5,2.49,1.96,0.76,0.73,1.1,1.16
himachal pradesh,8147,5586,2486,62,chamba,599,403,189,5,2.49,2.65,0.76,0.83,1.1,1.23
himachal pradesh,8147,5586,2486,62,mandi,558,386,164,8,2.49,4.88,0.76,1.43,1.1,2.03
himachal pradesh,8147,5586,2486,62,shimla,481,282,186,8,2.49,4.3,0.76,1.66,1.1,2.76
himachal pradesh,8147,5586,2486,62,bilaspur,440,283,157,0,2.49,0.0,0.76,0.0,1.1,0.0
himachal pradesh,8147,5586,2486,62,kullu,371,256,115,0,2.49,0.0,0.76,0.0,1.1,0.0
himachal pradesh,8147,5586,2486,62,kinnaur,104,70,34,0,2.49,0.0,0.76,0.0,1.1,0.0
himachal pradesh,8147,5586,2486,62,lahaul and spiti,19,7,12,0,2.49,0.0,0.76,0.0,1.1,0.0
manipur,7362,5548,1774,40,imphal west,1791,52,1732,7,2.25,0.4,0.54,0.39,0.72,11.86
manipur,7362,5548,1774,40,capf personnel,1196,1063,132,1,2.25,0.76,0.54,0.08,0.72,0.09
manipur,7362,5548,1774,40,thoubal,740,23,705,12,2.25,1.7,0.54,1.62,0.72,34.29
manipur,7362,5548,1774,40,imphal east,718,16,693,9,2.25,1.3,0.54,1.25,0.72,36.0
manipur,7362,5548,1774,40,churachandpur,435,58,376,1,2.25,0.27,0.54,0.23,0.72,1.69
manipur,7362,5548,1774,40,kangpokpi,344,19,323,2,2.25,0.62,0.54,0.58,0.72,9.52
manipur,7362,5548,1774,40,ukhrul,304,18,286,0,2.25,0.0,0.54,0.0,0.72,0.0
manipur,7362,5548,1774,40,bishnupur,278,58,218,2,2.25,0.92,0.54,0.72,0.72,3.33
manipur,7362,5548,1774,40,senapati,272,21,251,0,2.25,0.0,0.54,0.0,0.72,0.0
manipur,7362,5548,1774,40,tamenglong,263,32,231,0,2.25,0.0,0.54,0.0,0.72,0.0
manipur,7362,5548,1774,40,kakching,217,27,190,0,2.25,0.0,0.54,0.0,0.72,0.0
manipur,7362,5548,1774,40,unknown,210,4092,-3884,2,2.25,-0.05,0.54,0.95,0.72,0.05
manipur,7362,5548,1774,40,kamjong,159,17,142,0,2.25,0.0,0.54,0.0,0.72,0.0
manipur,7362,5548,1774,40,jiribam,144,2,142,0,2.25,0.0,0.54,0.0,0.72,0.0
manipur,7362,5548,1774,40,chandel,111,4,103,4,2.25,3.88,0.54,3.6,0.72,50.0
manipur,7362,5548,1774,40,tengnoupal,78,13,65,0,2.25,0.0,0.54,0.0,0.72,0.0
manipur,7362,5548,1774,40,noney,69,18,51,0,2.25,0.0,0.54,0.0,0.72,0.0
manipur,7362,5548,1774,40,pherzawl,33,15,18,0,2.25,0.0,0.54,0.0,0.72,0.0
chandigarh,6987,4331,2573,80,chandigarh,6987,4331,2573,80,3.11,3.11,1.14,1.14,1.81,1.81
arunachal pradesh,5545,3906,1630,9,papum pare,1947,1424,520,3,0.55,0.58,0.16,0.15,0.23,0.21
arunachal pradesh,5545,3906,1630,9,changlang,558,459,99,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,west kameng,420,313,104,3,0.55,2.88,0.16,0.71,0.23,0.95
arunachal pradesh,5545,3906,1630,9,east siang,373,228,144,1,0.55,0.69,0.16,0.27,0.23,0.44
arunachal pradesh,5545,3906,1630,9,west siang,302,80,222,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,east kameng,239,208,31,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,tirap,217,130,87,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,tawang,210,140,69,1,0.55,1.45,0.16,0.48,0.23,0.71
arunachal pradesh,5545,3906,1630,9,namsai,209,190,18,1,0.55,5.56,0.16,0.48,0.23,0.52
arunachal pradesh,5545,3906,1630,9,lohit,178,137,41,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,upper subansiri,161,129,32,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,lower siang,137,122,15,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,lower dibang valley,106,46,60,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,upper siang,81,57,24,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,lower subansiri,80,51,29,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,anjaw,77,46,31,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,longding,71,23,48,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,lepa rada,69,31,38,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,siang,42,42,0,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,pakke kessang,28,26,2,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,shi yomi,21,12,9,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,kurung kumey,11,5,6,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,kra daadi,4,3,1,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,kamle,3,3,0,0,0.55,0.0,0.16,0.0,0.23,0.0
arunachal pradesh,5545,3906,1630,9,upper dibang valley,1,1,0,0,0.55,0.0,0.16,0.0,0.23,0.0
nagaland,4636,3776,839,8,dimapur,2200,1736,451,8,0.95,1.77,0.17,0.36,0.21,0.46
nagaland,4636,3776,839,8,kohima,1404,1090,310,0,0.95,0.0,0.17,0.0,0.21,0.0
nagaland,4636,3776,839,8,peren,347,347,0,0,0.95,0.0,0.17,0.0,0.21,0.0
nagaland,4636,3776,839,8,mon,323,293,27,0,0.95,0.0,0.17,0.0,0.21,0.0
nagaland,4636,3776,839,8,zunheboto,116,109,7,0,0.95,0.0,0.17,0.0,0.21,0.0
nagaland,4636,3776,839,8,tuensang,73,57,16,0,0.95,0.0,0.17,0.0,0.21,0.0
nagaland,4636,3776,839,8,others,46,46,0,0,0.95,0.0,0.17,0.0,0.21,0.0
nagaland,4636,3776,839,8,mokokchung,36,22,14,0,0.95,0.0,0.17,0.0,0.21,0.0
nagaland,4636,3776,839,8,phek,34,32,2,0,0.95,0.0,0.17,0.0,0.21,0.0
nagaland,4636,3776,839,8,wokha,34,33,1,0,0.95,0.0,0.17,0.0,0.21,0.0
nagaland,4636,3776,839,8,kiphire,16,5,11,0,0.95,0.0,0.17,0.0,0.21,0.0
nagaland,4636,3776,839,8,longleng,7,6,0,0,0.95,0.0,0.17,0.0,0.21,0.0
andaman and nicobar islands,3426,3078,297,51,unknown,3374,3045,278,51,17.17,18.35,1.49,1.51,1.63,1.65
andaman and nicobar islands,3426,3078,297,51,south andaman,51,32,19,0,17.17,0.0,1.49,0.0,1.63,0.0
andaman and nicobar islands,3426,3078,297,51,north and middle andaman,1,1,0,0,17.17,0.0,1.49,0.0,1.63,0.0
andaman and nicobar islands,3426,3078,297,51,nicobars,0,0,0,0,17.17,0.0,1.49,0.0,1.63,0.0
meghalaya,3197,1823,1355,19,east khasi hills,1986,1112,860,14,1.4,1.63,0.59,0.7,1.03,1.24
meghalaya,3197,1823,1355,19,west garo hills,512,318,193,1,1.4,0.52,0.59,0.2,1.03,0.31
meghalaya,3197,1823,1355,19,ribhoi,291,171,117,3,1.4,2.56,0.59,1.03,1.03,1.72
meghalaya,3197,1823,1355,19,east jaintia hills,120,35,85,0,1.4,0.0,0.59,0.0,1.03,0.0
meghalaya,3197,1823,1355,19,east garo hills,103,80,23,0,1.4,0.0,0.59,0.0,1.03,0.0
meghalaya,3197,1823,1355,19,west khasi hills,61,29,31,1,1.4,3.23,0.59,1.64,1.03,3.33
meghalaya,3197,1823,1355,19,west jaintia hills,38,27,11,0,1.4,0.0,0.59,0.0,1.03,0.0
meghalaya,3197,1823,1355,19,south garo hills,37,17,20,0,1.4,0.0,0.59,0.0,1.03,0.0
meghalaya,3197,1823,1355,19,north garo hills,28,19,9,0,1.4,0.0,0.59,0.0,1.03,0.0
meghalaya,3197,1823,1355,19,south west garo hills,19,14,5,0,1.4,0.0,0.59,0.0,1.03,0.0
meghalaya,3197,1823,1355,19,south west khasi hills,2,1,1,0,1.4,0.0,0.59,0.0,1.03,0.0
ladakh,3142,2329,778,35,leh,1746,1282,451,13,4.5,2.88,1.11,0.74,1.48,1.0
ladakh,3142,2329,778,35,kargil,1396,1047,327,22,4.5,6.73,1.11,1.58,1.48,2.06
dadra and nagar haveli and daman and diu,2658,2352,279,2,dadra and nagar haveli,1277,1118,153,1,0.72,0.65,0.08,0.08,0.08,0.09
dadra and nagar haveli and daman and diu,2658,2352,279,2,daman,1121,1011,100,1,0.72,1.0,0.08,0.09,0.08,0.1
dadra and nagar haveli and daman and diu,2658,2352,279,2,diu,260,223,26,0,0.72,0.0,0.08,0.0,0.08,0.0
dadra and nagar haveli and daman and diu,2658,2352,279,2,other state,0,0,0,0,0.72,0.0,0.08,0.0,0.08,0.0
sikkim,1989,1429,553,7,east sikkim,1426,1106,317,3,1.27,0.95,0.35,0.21,0.49,0.27
sikkim,1989,1429,553,7,south sikkim,475,73,402,0,1.27,0.0,0.35,0.0,0.49,0.0
sikkim,1989,1429,553,7,west sikkim,87,15,72,0,1.27,0.0,0.35,0.0,0.49,0.0
sikkim,1989,1429,553,7,north sikkim,1,1,0,0,1.27,0.0,0.35,0.0,0.49,0.0
sikkim,1989,1429,553,7,unknown,0,234,-238,4,1.27,-1.68,0.35,0.0,0.49,1.68
mizoram,1333,750,583,0,aizawl,871,426,445,0,0.0,0.0,0.0,0.0,0.0,0.0
mizoram,1333,750,583,0,kolasib,200,100,100,0,0.0,0.0,0.0,0.0,0.0,0.0
mizoram,1333,750,583,0,lunglei,123,114,9,0,0.0,0.0,0.0,0.0,0.0,0.0
mizoram,1333,750,583,0,mamit,33,21,12,0,0.0,0.0,0.0,0.0,0.0,0.0
mizoram,1333,750,583,0,lawngtlai,31,29,2,0,0.0,0.0,0.0,0.0,0.0,0.0
mizoram,1333,750,583,0,saiha,30,26,4,0,0.0,0.0,0.0,0.0,0.0,0.0
mizoram,1333,750,583,0,serchhip,19,12,7,0,0.0,0.0,0.0,0.0,0.0,0.0
mizoram,1333,750,583,0,champhai,17,15,2,0,0.0,0.0,0.0,0.0,0.0,0.0
mizoram,1333,750,583,0,saitual,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
mizoram,1333,750,583,0,khawzawl,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
mizoram,1333,750,583,0,hnahthial,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
